"fw","neg","pos","p","source","chargeDensity","phii","U:0","U:1","U:2","force:0","force:1","force:2","elec:0","elec:1","elec:2","Points:0","Points:1","Points:2"
2.85736,0.000730777,0.00070028,-8.52438e-05,4.46314e-06,-3.04967e-05,529.792,0,0,0,-9.79045e-06,0.00101864,0,468.301,-48739.1,0,0.025,0.00825,0.00125
4.89549,0.000900683,0.000583816,-7.49802e-05,0.00081777,-0.000316867,745.324,-0.000408371,0.00158647,0,-0.00824807,0.0228697,0,37764.7,-104903,0,0.01525,0.0085,0.00125
4.73561,0.000885967,0.000608056,-7.80193e-05,0.000721665,-0.00027791,735.569,-0.000992924,0.00108164,0,-0.00760895,0.0189743,0,39702.2,-99236.3,0,0.0155,0.0085,0.00125
4.56934,0.000871065,0.000636143,-8.05747e-05,0.00061711,-0.000234922,725.473,-0.00153459,0.000440628,0,-0.00657663,0.0151313,0,40574.8,-93616.1,0,0.01575,0.0085,0.00125
4.40731,0.000856572,0.000666165,-8.25398e-05,0.000511775,-0.000190408,715.282,-0.00196563,-0.000220889,0,-0.00533458,0.0115763,0,40590.6,-88367,0,0.016,0.0085,0.00125
4.25595,0.00084305,0.00069497,-8.39263e-05,0.000413668,-0.00014808,705.178,-0.00226652,-0.00080586,0,-0.00408898,0.00852074,0,40000.4,-83647.4,0,0.01625,0.0085,0.00125
4.11814,0.000830714,0.000720188,-8.48131e-05,0.000327892,-0.000110527,695.281,-0.00245906,-0.00127332,0,-0.00297804,0.00604357,0,39024.2,-79494.5,0,0.0165,0.0085,0.00125
3.99444,0.000819718,0.000740761,-8.5307e-05,0.000255894,-7.89575e-05,685.666,-0.00257216,-0.00161328,0,-0.00206242,0.00412052,0,37826.8,-75878.1,0,0.01675,0.0085,0.00125
3.88404,0.000810167,0.000755808,-8.55302e-05,0.000198262,-5.43588e-05,676.368,-0.00262551,-0.00182348,0,-0.00137066,0.00271873,0,36517,-72738,0,0.017,0.0085,0.00125
3.7855,0.000801993,0.000765062,-8.55906e-05,0.000154494,-3.69307e-05,667.407,-0.0026361,-0.00191629,0,-0.00089615,0.00177679,0,35158.3,-70005.5,0,0.01725,0.0085,0.00125
3.69719,0.000795009,0.000769027,-8.55684e-05,0.000122902,-2.59832e-05,658.789,-0.00261742,-0.0019153,0,-0.000605126,0.00120637,0,33782.9,-67616.3,0,0.0175,0.0085,0.00125
3.61755,0.000788981,0.000768786,-8.5515e-05,0.000100999,-2.01951e-05,650.516,-0.00257887,-0.00184802,0,-0.000450296,0.000907489,0,32405.5,-65514.7,0,0.01775,0.0085,0.00125
3.5453,0.000783682,0.000765649,-8.54579e-05,8.61012e-05,-1.80335e-05,642.586,-0.00252619,-0.00173948,0,-0.000384299,0.000786603,0,31032.5,-63654.9,0,0.018,0.0085,0.00125
3.47938,0.000778929,0.00076082,-8.54082e-05,7.58355e-05,-1.81084e-05,634.999,-0.0024626,-0.00160906,0,-0.000368427,0.00076895,0,29667.7,-61999.9,0,0.01825,0.0085,0.00125
3.41898,0.000774587,0.000755229,-8.53672e-05,6.83969e-05,-1.9358e-05,627.752,-0.00238976,-0.00146983,0,-0.000375655,0.00080228,0,28314.7,-60519.8,0,0.0185,0.0085,0.00125
3.36345,0.000770567,0.000749491,-8.53323e-05,6.25712e-05,-2.10761e-05,620.842,-0.00230852,-0.00132957,0,-0.000389609,0.000854338,0,26976.8,-59190.5,0,0.01875,0.0085,0.00125
3.31227,0.000766811,0.00074396,-8.52994e-05,5.7625e-05,-2.28507e-05,614.264,-0.0022195,-0.00119225,0,-0.000401773,0.000907607,0,25657.4,-57992.3,0,0.019,0.0085,0.00125
3.26504,0.000763285,0.000738811,-8.52653e-05,5.3158e-05,-2.44735e-05,608.013,-0.00212325,-0.00105944,0,-0.000408582,0.000953988,0,24359.3,-56908.9,0,0.01925,0.0085,0.00125
3.2214,0.000759965,0.000734105,-8.52275e-05,4.8973e-05,-2.58596e-05,602.084,-0.00202044,-0.00093134,0,-0.000409183,0.0009907,0,23084.4,-55926.8,0,0.0195,0.0085,0.00125
3.18107,0.000756836,0.000729845,-8.51852e-05,4.49839e-05,-2.69905e-05,596.471,-0.00191191,-0.000807538,0,-0.000403995,0.00101759,0,21834.2,-55034.6,0,0.01975,0.0085,0.00125
3.14378,0.000753886,0.000726008,-8.51385e-05,4.11589e-05,-2.78782e-05,591.167,-0.00179864,-0.000687422,0,-0.000393913,0.00103559,0,20609.1,-54222.9,0,0.02,0.0085,0.00125
3.10931,0.000751109,0.000722562,-8.50886e-05,3.74901e-05,-2.85466e-05,586.167,-0.00168171,-0.000570439,0,-0.000379913,0.001046,0,19409.3,-53483.5,0,0.02025,0.0085,0.00125
3.07749,0.000748496,0.000719473,-8.50369e-05,3.39783e-05,-2.90224e-05,581.463,-0.0015623,-0.00045622,0,-0.000362896,0.00105006,0,18234.5,-52809.8,0,0.0205,0.0085,0.00125
3.04813,0.000746044,0.000716712,-8.49855e-05,3.06262e-05,-2.93309e-05,577.049,-0.00144161,-0.000344662,0,-0.000343639,0.0010489,0,17084,-52195.9,0,0.02075,0.0085,0.00125
3.02109,0.000743747,0.000714253,-8.49363e-05,2.74331e-05,-2.94939e-05,572.92,-0.0013208,-0.000235968,0,-0.000322776,0.00104345,0,15957,-51636.9,0,0.021,0.0085,0.00125
2.99626,0.000741603,0.00071208,-8.48916e-05,2.4383e-05,-2.95229e-05,569.071,-0.001201,-0.00013061,0,-0.000300752,0.0010342,0,14852.4,-51128.8,0,0.02125,0.0085,0.00125
2.97351,0.000739609,0.000710189,-8.48541e-05,2.14532e-05,-2.94197e-05,565.495,-0.0010834,-2.94238e-05,0,-0.00027787,0.0010213,0,13769.2,-50668,0,0.0215,0.0085,0.00125
2.95277,0.000737756,0.000708554,-8.48259e-05,1.86674e-05,-2.92023e-05,562.186,-0.000969232,6.61086e-05,0,-0.000254545,0.00100543,0,12706.3,-50251.7,0,0.02175,0.0085,0.00125
2.93393,0.000736039,0.000707113,-8.48078e-05,1.61118e-05,-2.89264e-05,559.141,-0.000859394,0.000154093,0,-0.000231429,0.000988514,0,11662.4,-49877.1,0,0.022,0.0085,0.00125
2.91693,0.000734466,0.000705821,-8.47988e-05,1.38191e-05,-2.86457e-05,556.355,-0.000754218,0.00023319,0,-0.000209014,0.000972351,0,10636.2,-49542.2,0,0.02225,0.0085,0.00125
2.9017,0.000733049,0.000704661,-8.47981e-05,1.17709e-05,-2.83878e-05,553.823,-0.000653676,0.000302192,0,-0.000187457,0.000957818,0,9626.23,-49244.7,0,0.0225,0.0085,0.00125
2.88817,0.00073179,0.000703614,-8.48049e-05,9.97241e-06,-2.8176e-05,551.542,-0.000557698,0.000359271,0,-0.000166807,0.000945622,0,8630.82,-48982.7,0,0.02275,0.0085,0.00125
2.87627,0.000730693,0.00070266,-8.48183e-05,8.42642e-06,-2.80329e-05,549.508,-0.000466303,0.000402329,0,-0.000147052,0.000936448,0,7648.27,-48754.6,0,0.023,0.0085,0.00125
2.86596,0.000729764,0.000701783,-8.48371e-05,7.13112e-06,-2.79808e-05,547.718,-0.000379669,0.000429131,0,-0.000128114,0.000930968,0,6676.74,-48558.9,0,0.02325,0.0085,0.00125
2.85717,0.00072901,0.000700967,-8.48599e-05,6.08055e-06,-2.80434e-05,546.169,-0.000298204,0.000437393,0,-0.000109866,0.000929901,0,5714.25,-48394.2,0,0.0235,0.0085,0.00125
2.84986,0.000728443,0.000700196,-8.48854e-05,5.26401e-06,-2.82465e-05,544.861,-0.000222645,0.000424911,0,-9.21222e-05,0.000934037,0,4758.62,-48258.9,0,0.02375,0.0085,0.00125
2.84399,0.000728075,0.000699458,-8.49121e-05,4.66309e-06,-2.86162e-05,543.79,-0.000154151,0.000389709,0,-7.46328e-05,0.000944189,0,3807.51,-48151.9,0,0.024,0.0085,0.00125
2.83951,0.000727921,0.000698744,-8.4939e-05,4.25115e-06,-2.91767e-05,542.957,-9.43858e-05,0.000330211,0,-5.70732e-05,0.000961109,0,2858.44,-48071.6,0,0.02425,0.0085,0.00125
2.83636,0.000727993,0.000698049,-8.49666e-05,3.99842e-06,-2.99435e-05,542.361,-4.62265e-05,0.000245374,0,-3.90429e-05,0.000985275,0,1908.8,-48016.6,0,0.0245,0.0085,0.00125
2.83452,0.00072828,0.000697381,-8.49972e-05,3.89355e-06,-3.08984e-05,542.002,-1.49772e-05,0.000134965,0,-2.00827e-05,0.00101608,0,956.12,-47984.9,0,0.02475,0.0085,0.00125
2.83384,0.000728472,0.000697055,-8.50135e-05,3.84839e-06,-3.14173e-05,541.883,0,0,0,-1.031e-05,0.00103295,0,478.721,-47974.6,0,0.025,0.0085,0.00125
5.13205,0.000916981,0.000525879,-6.98627e-05,0.00101675,-0.000391102,772.097,0.000344048,0.00217881,0,-0.0118333,0.0295484,0,43876.4,-109744,0,0.01525,0.00875,0.00125
4.92195,0.000898887,0.000556371,-7.40486e-05,0.000888254,-0.000342516,760.754,-0.000345968,0.00172101,0,-0.0108723,0.0241395,0,45999.1,-102373,0,0.0155,0.00875,0.00125
4.70783,0.000880687,0.000591761,-7.76017e-05,0.000750766,-0.000288926,749.098,-0.00104668,0.00100203,0,-0.00928847,0.0189511,0,46566.8,-95293.7,0,0.01575,0.00875,0.00125
4.50525,0.000863419,0.000629535,-8.03602e-05,0.000614978,-0.000233885,737.47,-0.00161615,0.000204734,0,-0.00743168,0.014317,0,46006.1,-88939.8,0,0.016,0.00875,0.00125
4.32184,0.000847485,0.000666408,-8.23334e-05,0.000489836,-0.000181077,726.094,-0.00202211,-0.000518018,0,-0.00559776,0.0103979,0,44747.5,-83447.1,0,0.01625,0.00875,0.00125
4.15979,0.000833238,0.000698902,-8.36265e-05,0.000381961,-0.000134337,715.096,-0.00228624,-0.00109214,0,-0.00400217,0.00728163,0,43121.4,-78784.7,0,0.0165,0.00875,0.00125
4.01824,0.000820752,0.000725343,-8.43902e-05,0.000293233,-9.54084e-05,704.534,-0.00245014,-0.00150948,0,-0.00272539,0.00491239,0,41343.9,-74848.9,0,0.01675,0.00875,0.00125
3.89491,0.000810082,0.000744911,-8.47834e-05,0.000223303,-6.51708e-05,694.424,-0.00254325,-0.0017756,0,-0.00178019,0.00320542,0,39539.8,-71519.6,0,0.017,0.00875,0.00125
3.78707,0.000801114,0.000757392,-8.495e-05,0.000170884,-4.37222e-05,684.764,-0.00258627,-0.00190731,0,-0.00114022,0.0020642,0,37769.3,-68684.8,0,0.01725,0.00875,0.00125
3.69209,0.000793592,0.000763451,-8.49958e-05,0.000133515,-3.01419e-05,675.54,-0.00259486,-0.00193292,0,-0.000749428,0.00137145,0,36054.1,-66249.5,0,0.0175,0.00875,0.00125
3.60766,0.000787214,0.000764421,-8.49885e-05,0.000107959,-2.27923e-05,666.737,-0.00257952,-0.00188425,0,-0.000539533,0.00100287,0,34395.7,-64137.8,0,0.01775,0.00875,0.00125
3.53193,0.000781693,0.000761879,-8.49654e-05,9.08665e-05,-1.98139e-05,658.342,-0.00254651,-0.00178969,0,-0.000446146,0.000845867,0,32788.8,-62290.2,0,0.018,0.00875,0.00125
3.46346,0.000776804,0.000757264,-8.49426e-05,7.93344e-05,-1.95398e-05,650.343,-0.00249928,-0.00167079,0,-0.000418387,0.000811894,0,31227.4,-60661,0,0.01825,0.00875,0.00125
3.40117,0.000772382,0.000751677,-8.49241e-05,7.11793e-05,-2.07054e-05,642.728,-0.00243962,-0.00154181,0,-0.000421468,0.000839671,0,29707.4,-59214.6,0,0.0185,0.00875,0.00125
3.34423,0.000768321,0.000745847,-8.49084e-05,6.49412e-05,-2.2474e-05,635.489,-0.00236848,-0.00141109,0,-0.00043458,0.000891538,0,28226.2,-57923.1,0,0.01875,0.00875,0.00125
3.29199,0.00076455,0.000740192,-8.48918e-05,5.9741e-05,-2.43579e-05,628.615,-0.00228655,-0.00128271,0,-0.000446944,0.00094702,0,26782.6,-56764.3,0,0.019,0.00875,0.00125
3.24395,0.000761027,0.000734917,-8.48713e-05,5.50982e-05,-2.61093e-05,622.098,-0.00219449,-0.00115817,0,-0.00045398,0.000996534,0,25375.9,-55720.4,0,0.01925,0.00875,0.00125
3.1997,0.000757723,0.000730098,-8.48448e-05,5.07738e-05,-2.76251e-05,615.927,-0.00209309,-0.00103751,0,-0.000454462,0.00103661,0,24005.6,-54776.9,0,0.0195,0.00875,0.00125
3.15889,0.00075462,0.000725741,-8.48119e-05,4.66607e-05,-2.88785e-05,610.095,-0.00198334,-0.000920154,0,-0.000448722,0.00106679,0,22670.6,-53921.7,0,0.01975,0.00875,0.00125
3.12123,0.000751704,0.000721825,-8.4773e-05,4.27169e-05,-2.98785e-05,604.592,-0.00186638,-0.000805321,0,-0.000437674,0.00108787,0,21369.7,-53145,0,0.02,0.00875,0.00125
3.08648,0.000748965,0.000718317,-8.47296e-05,3.8929e-05,-3.06475e-05,599.41,-0.00174358,-0.000692327,0,-0.000422345,0.00110107,0,20101.7,-52438.5,0,0.02025,0.00875,0.00125
3.05443,0.000746393,0.000715182,-8.46838e-05,3.52953e-05,-3.12112e-05,594.541,-0.0016164,-0.000580717,0,-0.000403688,0.0011076,0,18865.1,-51795.4,0,0.0205,0.00875,0.00125
3.02489,0.000743983,0.000712388,-8.4638e-05,3.1818e-05,-3.15946e-05,589.977,-0.00148644,-0.000470348,0,-0.000382532,0.00110854,0,17658.1,-51209.9,0,0.02075,0.00875,0.00125
2.99771,0.000741727,0.000709907,-8.45947e-05,2.85e-05,-3.18208e-05,585.712,-0.00135531,-0.000361434,0,-0.000359572,0.00110488,0,16479,-50677.1,0,0.021,0.00875,0.00125
2.97276,0.000739623,0.000707712,-8.45562e-05,2.53425e-05,-3.19102e-05,581.738,-0.00122464,-0.000254574,0,-0.000335381,0.00109741,0,15326.2,-50193.1,0,0.02125,0.00875,0.00125
2.94991,0.000737666,0.00070579,-8.45247e-05,2.2336e-05,-3.18757e-05,578.049,-0.00109599,-0.000150702,0,-0.000310381,0.00108665,0,14198.1,-49754.2,0,0.0215,0.00875,0.00125
2.92908,0.000735854,0.000704136,-8.45027e-05,1.94544e-05,-3.17179e-05,574.639,-0.000970911,-5.1057e-05,0,-0.000284831,0.00107265,0,13092.9,-49357.7,0,0.02175,0.00875,0.00125
2.91018,0.000734178,0.00070273,-8.44922e-05,1.67164e-05,-3.14476e-05,571.503,-0.00085096,4.24328e-05,0,-0.00025905,0.00105583,0,12009.2,-49001.1,0,0.022,0.00875,0.00125
2.89311,0.000732631,0.000701516,-8.44931e-05,1.4203e-05,-3.11157e-05,568.635,-0.000737334,0.000127413,0,-0.000233613,0.00103789,0,10945.2,-48682.3,0,0.02225,0.00875,0.00125
2.87783,0.000731221,0.000700441,-8.45039e-05,1.19606e-05,-3.07796e-05,566.03,-0.000630568,0.000202001,0,-0.000209007,0.00102072,0,9899.38,-48399.4,0,0.0225,0.00875,0.00125
2.86426,0.000729959,0.000699483,-8.45224e-05,9.98695e-06,-3.04763e-05,563.685,-0.000530713,0.00026457,0,-0.000185418,0.00100548,0,8869.93,-48150.4,0,0.02275,0.00875,0.00125
2.85234,0.000728852,0.000698619,-8.4547e-05,8.28139e-06,-3.02327e-05,561.595,-0.000437686,0.000313215,0,-0.000162876,0.000992973,0,7854.93,-47934,0,0.023,0.00875,0.00125
2.84201,0.000727904,0.000697834,-8.4576e-05,6.8437e-06,-3.00695e-05,559.757,-0.000351461,0.000345843,0,-0.000141306,0.000983801,0,6852.45,-47748.5,0,0.02325,0.00875,0.00125
2.83321,0.000727119,0.000697112,-8.46075e-05,5.67015e-06,-3.0007e-05,558.169,-0.000272209,0.000360397,0,-0.000120577,0.000978563,0,5860.42,-47592.4,0,0.0235,0.00875,0.00125
2.82591,0.000726506,0.000696439,-8.464e-05,4.7538e-06,-3.00669e-05,556.827,-0.000200379,0.000355017,0,-0.00010051,0.000977899,0,4876.64,-47464.4,0,0.02375,0.00875,0.00125
2.82003,0.000726072,0.000695802,-8.46717e-05,4.08098e-06,-3.02692e-05,555.73,-0.00013675,0.000328205,0,-8.08636e-05,0.000982403,0,3898.79,-47363.1,0,0.024,0.00875,0.00125
2.81554,0.000725825,0.000695195,-8.47015e-05,3.63139e-06,-3.06305e-05,554.878,-8.24977e-05,0.000279001,0,-6.13376e-05,0.000992566,0,2924.45,-47287,0,0.02425,0.00875,0.00125
2.81239,0.000725773,0.000694614,-8.47299e-05,3.38307e-06,-3.1159e-05,554.268,-3.97639e-05,0.000207143,0,-4.15761e-05,0.00100861,0,1951.17,-47234.7,0,0.0245,0.00875,0.00125
2.81054,0.000725901,0.000694064,-8.47586e-05,3.32937e-06,-3.18357e-05,553.902,-1.26369e-05,0.000113385,0,-2.11891e-05,0.00102989,0,976.609,-47204.5,0,0.02475,0.00875,0.00125
2.80985,0.000726006,0.000693799,-8.47734e-05,3.31983e-06,-3.22059e-05,553.78,0,0,0,-1.07894e-05,0.00104168,0,488.728,-47194.8,0,0.025,0.00875,0.00125
5.44071,0.000936456,0.000459837,-6.333e-05,0.0012641,-0.000476619,800.196,0.0011733,0.00280921,0,-0.0170949,0.0379515,0,51988.9,-115574,0,0.01525,0.009,0.00125
5.15131,0.000914571,0.000497342,-6.90396e-05,0.0010881,-0.000417229,786.755,0.000423487,0.00249905,0,-0.0156035,0.0303576,0,54152.3,-105627,0,0.0155,0.009,0.00125
4.86786,0.000891934,0.000541145,-7.38651e-05,0.000906234,-0.000350789,773.12,-0.000445266,0.00173529,0,-0.0130921,0.0233344,0,54007.5,-96588.1,0,0.01575,0.009,0.00125
4.61124,0.000870911,0.000588086,-7.76412e-05,0.000731518,-0.000282826,759.752,-0.00119092,0.000768025,0,-0.010251,0.0173145,0,52437.2,-88923.6,0,0.016,0.009,0.00125
4.38814,0.000852167,0.000633997,-8.0372e-05,0.000574003,-0.000218171,746.901,-0.00171959,-0.000130236,0,-0.00756542,0.0124077,0,50155.6,-82623.4,0,0.01625,0.009,0.00125
4.19795,0.000835662,0.000674946,-8.21926e-05,0.000440151,-0.000160717,734.674,-0.00207143,-0.000844314,0,-0.00529163,0.00857055,0,47622.6,-77496.2,0,0.0165,0.009,0.00125
4.03684,0.000821508,0.000708147,-8.33039e-05,0.000332328,-0.000113361,723.09,-0.00229489,-0.00135672,0,-0.00353397,0.00571777,0,45091.8,-73314.5,0,0.01675,0.009,0.00125
3.90008,0.000809619,0.000732841,-8.39199e-05,0.000248819,-7.67777e-05,712.128,-0.00243345,-0.00168906,0,-0.0022651,0.00368972,0,42681.1,-69873,0,0.017,0.009,0.00125
3.78308,0.000799809,0.000748941,-8.42286e-05,0.000187112,-5.0868e-05,701.749,-0.00251345,-0.00186634,0,-0.00142065,0.00234312,0,40428.4,-67005.7,0,0.01725,0.009,0.00125
3.68184,0.000791735,0.000757343,-8.43669e-05,0.000143695,-3.4392e-05,691.914,-0.00255328,-0.00192337,0,-0.000909454,0.00152571,0,38330,-64584.1,0,0.0175,0.009,0.00125
3.59312,0.000785007,0.000759678,-8.44228e-05,0.000114411,-2.53291e-05,682.585,-0.00256469,-0.00189725,0,-0.000634094,0.00108644,0,36364.8,-62511.8,0,0.01775,0.009,0.00125
3.51444,0.000779274,0.000757825,-8.44458e-05,9.5149e-05,-2.14487e-05,673.732,-0.00255461,-0.0018202,0,-0.000508344,0.000892679,0,34509.2,-60717.2,0,0.018,0.009,0.00125
3.44392,0.00077426,0.000753482,-8.44587e-05,8.2422e-05,-2.07784e-05,665.33,-0.0025268,-0.00171613,0,-0.00046646,0.000841911,0,32743.3,-59147.2,0,0.01825,0.009,0.00125
3.38018,0.000769772,0.000747938,-8.44693e-05,7.36384e-05,-2.18341e-05,657.36,-0.00248324,-0.00160062,0,-0.000464475,0.000863786,0,31052.6,-57761.8,0,0.0185,0.009,0.00125
3.32223,0.000765681,0.000742042,-8.44775e-05,6.7078e-05,-2.36388e-05,649.804,-0.00242504,-0.00148254,0,-0.000476443,0.000915254,0,29427.1,-56530.4,0,0.01875,0.009,0.00125
3.26927,0.000761905,0.00073628,-8.44808e-05,6.17094e-05,-2.56245e-05,642.646,-0.00235298,-0.00136611,0,-0.000488992,0.000972891,0,27860.1,-55429.6,0,0.019,0.009,0.00125
3.22073,0.000758394,0.000730892,-8.44765e-05,5.69692e-05,-2.75021e-05,635.874,-0.00226781,-0.00125276,0,-0.000496386,0.00102563,0,26346.8,-54440.5,0,0.01925,0.009,0.00125
3.17612,0.000755116,0.000725968,-8.44633e-05,5.25763e-05,-2.91487e-05,629.473,-0.00217041,-0.00114238,0,-0.000496959,0.00106929,0,24883.2,-53548.2,0,0.0195,0.009,0.00125
3.13506,0.000752049,0.00072152,-8.44409e-05,4.84026e-05,-3.05292e-05,623.432,-0.00206187,-0.00103414,0,-0.000490926,0.00110311,0,23466.1,-52740.6,0,0.01975,0.009,0.00125
3.09723,0.000749176,0.000717528,-8.44104e-05,4.43961e-05,-3.16489e-05,617.739,-0.00194346,-0.000927098,0,-0.000479198,0.00112772,0,22092.3,-52007.9,0,0.02,0.009,0.00125
3.06236,0.000746485,0.000713957,-8.43737e-05,4.05384e-05,-3.25283e-05,612.386,-0.00181667,-0.000820366,0,-0.000462838,0.00114424,0,20758.9,-51341.9,0,0.02025,0.009,0.00125
3.03023,0.000743966,0.000710775,-8.43335e-05,3.6825e-05,-3.31913e-05,607.36,-0.0016832,-0.000713331,0,-0.000442836,0.0011538,0,19463.2,-50735.7,0,0.0205,0.009,0.00125
3.00063,0.000741607,0.000707946,-8.42929e-05,3.32569e-05,-3.36614e-05,602.654,-0.00154493,-0.000605733,0,-0.000420052,0.00115744,0,18202.3,-50183.9,0,0.02075,0.009,0.00125
2.9734,0.000739403,0.000705443,-8.42547e-05,2.98371e-05,-3.39602e-05,598.259,-0.00140386,-0.000497716,0,-0.00039521,0.00115604,0,16973.8,-49681.9,0,0.021,0.009,0.00125
2.94842,0.000737348,0.00070324,-8.42218e-05,2.65698e-05,-3.41076e-05,594.167,-0.00126209,-0.000389871,0,-0.000368927,0.00115041,0,15775.3,-49225.6,0,0.02125,0.009,0.00125
2.92555,0.000735436,0.000701312,-8.41966e-05,2.34598e-05,-3.41227e-05,590.371,-0.00112172,-0.000283256,0,-0.000341722,0.00114126,0,14604.5,-48812,0,0.0215,0.009,0.00125
2.9047,0.000733663,0.000699642,-8.41809e-05,2.05076e-05,-3.4021e-05,586.865,-0.000984779,-0.000179357,0,-0.000314009,0.00112914,0,13459.4,-48438.1,0,0.02175,0.009,0.00125
2.88577,0.000732029,0.000698228,-8.41766e-05,1.76806e-05,-3.38011e-05,583.642,-0.000853248,-7.98623e-05,0,-0.000286011,0.00111406,0,12337.8,-48101.6,0,0.022,0.009,0.00125
2.86869,0.000730528,0.000697055,-8.41849e-05,1.49941e-05,-3.34722e-05,580.696,-0.000729011,1.28066e-05,0,-0.000258002,0.00109631,0,11238,-47800.8,0,0.02225,0.009,0.00125
2.85339,0.000729148,0.00069607,-8.42049e-05,1.25255e-05,-3.30773e-05,578.023,-0.000613528,9.57609e-05,0,-0.000230469,0.00107733,0,10158.1,-47533.8,0,0.0225,0.009,0.00125
2.83981,0.000727893,0.00069522,-8.42343e-05,1.03358e-05,-3.26719e-05,575.617,-0.000507539,0.000166515,0,-0.000203846,0.00105888,0,9096.17,-47299.1,0,0.02275,0.009,0.00125
2.82788,0.000726775,0.000694469,-8.427e-05,8.44321e-06,-3.23059e-05,573.474,-0.00041116,0.000223077,0,-0.000178379,0.00104252,0,8050.28,-47095.1,0,0.023,0.009,0.00125
2.81755,0.000725807,0.000693797,-8.4309e-05,6.83441e-06,-3.20091e-05,571.591,-0.000324206,0.00026364,0,-0.000154074,0.00102913,0,7018.38,-46920.4,0,0.02325,0.009,0.00125
2.80876,0.000724991,0.000693191,-8.43491e-05,5.50837e-06,-3.18008e-05,569.965,-0.000246505,0.000286313,0,-0.000130809,0.00101925,0,5998.34,-46773.6,0,0.0235,0.009,0.00125
2.80146,0.000724334,0.000692633,-8.43884e-05,4.46269e-06,-3.17011e-05,568.593,-0.000178083,0.000289475,0,-0.000108414,0.00101346,0,4987.95,-46653.3,0,0.02375,0.009,0.00125
2.79559,0.00072384,0.000692112,-8.4425e-05,3.68828e-06,-3.1727e-05,567.471,-0.000119225,0.00027199,0,-8.66582e-05,0.00101225,0,3984.89,-46558.1,0,0.024,0.009,0.00125
2.7911,0.000723512,0.000691621,-8.44576e-05,3.17026e-06,-3.18911e-05,566.6,-7.05069e-05,0.000233366,0,-6.5258e-05,0.00101595,0,2986.79,-46486.6,0,0.02425,0.009,0.00125
2.78795,0.000723354,0.000691156,-8.44866e-05,2.8927e-06,-3.21983e-05,565.978,-3.32528e-05,0.000173914,0,-4.38869e-05,0.00102468,0,1991.27,-46437.4,0,0.0245,0.009,0.00125
2.78609,0.000723353,0.00069072,-8.45136e-05,2.8519e-06,-3.26325e-05,565.604,-1.0284e-05,9.50847e-05,0,-2.21971e-05,0.0010379,0,996.055,-46408.9,0,0.02475,0.009,0.00125
2.7854,0.000723388,0.00069051,-8.45267e-05,2.85748e-06,-3.28774e-05,565.48,0,0,0,-1.12286e-05,0.0010455,0,498.249,-46399.6,0,0.025,0.009,0.00125
5.8534,0.000959083,0.000386798,-5.54242e-05,0.00157327,-0.000572284,829.884,0.0020179,0.00346246,0,-0.0250272,0.0483056,0,63334.1,-122373,0,0.01525,0.00925,0.00125
5.43132,0.000932757,0.000433323,-6.31342e-05,0.00132144,-0.000499434,813.567,0.00121537,0.00337944,0,-0.0224346,0.0373258,0,64984.4,-108436,0,0.0155,0.00925,0.00125
5.04668,0.000905085,0.000485962,-6.94602e-05,0.00107954,-0.000419124,797.392,0.000215104,0.00264521,0,-0.018342,0.0279767,0,63270.1,-96892,0,0.01575,0.00925,0.00125
4.71947,0.000879171,0.000542934,-7.4422e-05,0.000857065,-0.000336236,781.932,-0.000711179,0.00150061,0,-0.0139514,0.0203393,0,59970.7,-87844.8,0,0.016,0.00925,0.00125
4.44918,0.000856888,0.00059897,-7.80576e-05,0.000661831,-0.000257918,767.406,-0.00137622,0.000375896,0,-0.0100244,0.0143548,0,56174.9,-80853.4,0,0.01625,0.00925,0.00125
4.22803,0.00083786,0.000648905,-8.05311e-05,0.000499664,-0.000188955,753.845,-0.00182098,-0.000513035,0,-0.00685473,0.0098073,0,52430.4,-75423.2,0,0.0165,0.00925,0.00125
4.04685,0.000821857,0.000689636,-8.20639e-05,0.000371078,-0.000132222,741.192,-0.00211356,-0.0011476,0,-0.004479,0.00647204,0,48967.1,-71148.2,0,0.01675,0.00925,0.00125
3.89715,0.000808678,0.000719893,-8.29542e-05,0.000273385,-8.87857e-05,729.361,-0.00230185,-0.00155918,0,-0.00281529,0.00413543,0,45848.5,-67722.1,0,0.017,0.00925,0.00125
3.77182,0.000798008,0.000739876,-8.34391e-05,0.000202259,-5.81325e-05,718.267,-0.00242195,-0.00178968,0,-0.00173001,0.00259458,0,43058.3,-64923.4,0,0.01725,0.00925,0.00125
3.66524,0.000789388,0.000750786,-8.36929e-05,0.000152859,-3.86017e-05,707.832,-0.00249567,-0.0018834,0,-0.00108032,0.00165984,0,40548,-62594.2,0,0.0175,0.00925,0.00125
3.57311,0.000782327,0.000754593,-8.38279e-05,0.000119984,-2.77339e-05,697.993,-0.0025363,-0.00188405,0,-0.000730779,0.0011538,0,38262.5,-60622.6,0,0.01775,0.00925,0.00125
3.49223,0.0007764,0.000753503,-8.3908e-05,9.87059e-05,-2.28967e-05,688.701,-0.00255149,-0.00182822,0,-0.0005686,0.000925019,0,36153.4,-58928.8,0,0.018,0.00925,0.00125
3.42033,0.00077128,0.000749484,-8.39647e-05,8.49309e-05,-2.17956e-05,679.917,-0.00254539,-0.00174242,0,-0.000510781,0.000857977,0,34182.9,-57455.6,0,0.01825,0.00925,0.00125
