"fw","neg","pos","p","source","chargeDensity","phii","U:0","U:1","U:2","force:0","force:1","force:2","elec:0","elec:1","elec:2","Points:0","Points:1","Points:2"
3.54519,0.000566983,0.000837545,-6.97255e-05,0.000374951,0.000270561,186.991,0.000994268,0.000805322,0,0.000389543,-0.0131402,0,2109.68,-70790.1,0,0.0225,0.00225,0.00125
3.53793,0.000566514,0.000837011,-6.95095e-05,0.000373542,0.000270496,186.485,0.000892499,0.000824349,0,0.000357351,-0.0130954,0,1935.7,-70565.7,0,0.02275,0.00225,0.00125
3.53134,0.000566113,0.000836504,-6.93095e-05,0.000372245,0.000270391,186.023,0.000786234,0.000840991,0,0.000324441,-0.0130526,0,1758.03,-70362.2,0,0.023,0.00225,0.00125
3.52543,0.000565772,0.000836021,-6.91274e-05,0.000371082,0.00027025,185.606,0.000676135,0.000855147,0,0.000290928,-0.013012,0,1577.18,-70179.8,0,0.02325,0.00225,0.00125
3.5202,0.000565494,0.000835546,-6.89648e-05,0.000370068,0.000270052,185.235,0.000563041,0.000866137,0,0.000256882,-0.0129725,0,1393.56,-70018.3,0,0.0235,0.00225,0.00125
3.51565,0.000565317,0.000835021,-6.8823e-05,0.000369207,0.000269704,184.91,0.000448149,0.000871856,0,0.000222263,-0.0129299,0,1207.23,-69878,0,0.02375,0.00225,0.00125
3.51179,0.000565368,0.000834292,-6.87028e-05,0.000368459,0.000268924,184.631,0.000333313,0.000866753,0,0.000186746,-0.0128706,0,1017.11,-69758.8,0,0.024,0.00225,0.00125
3.50863,0.000566014,0.000832955,-6.86043e-05,0.000367652,0.000266942,184.401,0.000221458,0.000837066,0,0.000149349,-0.0127581,0,819.073,-69661.4,0,0.02425,0.00225,0.00125
3.5062,0.000568214,0.000830037,-6.85225e-05,0.000366253,0.000261823,184.222,0.000119204,0.000749753,0,0.000107713,-0.0125004,0,601.06,-69586.6,0,0.0245,0.00225,0.00125
3.50459,0.000574391,0.000823473,-6.8443e-05,0.000362504,0.000249082,184.101,4.31306e-05,0.000527658,0,5.73771e-05,-0.0118847,0,331.961,-69537.5,0,0.02475,0.00225,0.00125
3.504,0.000578906,0.000818936,-6.84015e-05,0.000359699,0.000240029,184.056,0,0,0,2.93295e-05,-0.0114504,0,179.083,-69519.8,0,0.025,0.00225,0.00125
3.90964,0.000661789,0.000857711,-7.58918e-05,0.000312065,0.000195922,232.542,0.000693422,-0.000857027,0,0.000448296,-0.0110349,0,3359.17,-82128.2,0,0.01525,0.0025,0.00125
3.89598,0.000659664,0.000856304,-7.60169e-05,0.000312748,0.00019664,231.675,0.000765542,-0.000812089,0,0.000478148,-0.0110174,0,3569.69,-81697.5,0,0.0155,0.0025,0.00125
3.88156,0.000657393,0.00085488,-7.61401e-05,0.000313415,0.000197487,230.758,0.000839639,-0.000763063,0,0.000505683,-0.0110035,0,3758.98,-81243.1,0,0.01575,0.0025,0.00125
3.86646,0.000654967,0.00085344,-7.62589e-05,0.000314114,0.000198473,229.796,0.000914907,-0.000709246,0,0.000530894,-0.0109939,0,3926.66,-80767.8,0,0.016,0.0025,0.00125
3.85077,0.000652383,0.000851984,-7.63706e-05,0.00031489,0.000199601,228.794,0.000990263,-0.000650127,0,0.000553773,-0.0109891,0,4072.59,-80274.3,0,0.01625,0.0025,0.00125
3.83458,0.000649642,0.000850508,-7.64717e-05,0.00031578,0.000200867,227.759,0.00106442,-0.000585506,0,0.0005743,-0.0109889,0,4196.77,-79765.8,0,0.0165,0.0025,0.00125
3.818,0.000646752,0.000849014,-7.65587e-05,0.000316799,0.000202261,226.696,0.00113602,-0.000515568,0,0.000592453,-0.0109931,0,4299.35,-79244.9,0,0.01675,0.0025,0.00125
3.80109,0.000643733,0.00084751,-7.66279e-05,0.000317936,0.000203777,225.61,0.00120376,-0.000440877,0,0.00060821,-0.0110016,0,4380.64,-78714.6,0,0.017,0.0025,0.00125
3.78396,0.000640608,0.000846008,-7.66757e-05,0.000319163,0.000205401,224.506,0.00126647,-0.000362284,0,0.000621551,-0.0110139,0,4441.07,-78178,0,0.01725,0.0025,0.00125
3.7667,0.000637405,0.000844523,-7.66989e-05,0.000320443,0.000207118,223.389,0.00132319,-0.000280848,0,0.000632452,-0.0110294,0,4481.2,-77637.6,0,0.0175,0.0025,0.00125
3.74939,0.00063415,0.000843066,-7.66951e-05,0.000321742,0.000208916,222.265,0.00137314,-0.000197803,0,0.000640912,-0.0110478,0,4501.73,-77096.4,0,0.01775,0.0025,0.00125
3.73213,0.00063085,0.000841654,-7.66626e-05,0.000323059,0.000210803,221.138,0.00141568,-0.000114517,0,0.000647015,-0.0110697,0,4503.55,-76557.1,0,0.018,0.0025,0.00125
3.715,0.000627459,0.00084032,-7.65994e-05,0.000324473,0.00021286,220.013,0.00145063,-3.23732e-05,0,0.00065112,-0.0110998,0,4487.96,-76022.2,0,0.01825,0.0025,0.00125
3.69809,0.000624111,0.0008391,-7.6504e-05,0.000325709,0.000214988,218.894,0.00147777,4.76435e-05,0,0.000653081,-0.0111331,0,4456.44,-75494.5,0,0.0185,0.0025,0.00125
3.68146,0.000621014,0.00083797,-7.63784e-05,0.000326426,0.000216956,217.785,0.00149691,0.000125133,0,0.000652237,-0.011158,0,4409.77,-74975.9,0,0.01875,0.0025,0.00125
3.66515,0.00061816,0.000836893,-7.62269e-05,0.000326718,0.000218733,216.689,0.00150838,0.00020002,0,0.000648474,-0.0111733,0,4348.23,-74468,0,0.019,0.0025,0.00125
3.64923,0.000615492,0.000835866,-7.60528e-05,0.000326723,0.000220373,215.611,0.00151243,0.000272253,0,0.000641995,-0.0111823,0,4272.27,-73972.2,0,0.01925,0.0025,0.00125
3.63373,0.000612985,0.000834887,-7.58579e-05,0.000326514,0.000221902,214.553,0.00150903,0.000341652,0,0.000632953,-0.0111866,0,4182.65,-73490.2,0,0.0195,0.0025,0.00125
3.6187,0.00061063,0.000833958,-7.56444e-05,0.000326127,0.000223327,213.52,0.00149815,0.000407973,0,0.000621483,-0.0111869,0,4080.25,-73023.1,0,0.01975,0.0025,0.00125
3.60418,0.000608428,0.000833075,-7.54147e-05,0.000325581,0.000224647,212.513,0.00147979,0.000470981,0,0.000607709,-0.0111837,0,3965.99,-72572.2,0,0.02,0.0025,0.00125
3.59021,0.000606381,0.000832239,-7.51713e-05,0.000324891,0.000225857,211.536,0.00145394,0.000530475,0,0.00059175,-0.0111768,0,3840.77,-72138.6,0,0.02025,0.0025,0.00125
3.57682,0.000604493,0.000831446,-7.4917e-05,0.000324066,0.000226952,210.592,0.00142062,0.000586303,0,0.000573726,-0.0111664,0,3705.48,-71723.3,0,0.0205,0.0025,0.00125
3.56403,0.000602765,0.000830693,-7.46545e-05,0.000323119,0.000227928,209.684,0.0013799,0.000638367,0,0.00055376,-0.0111524,0,3560.91,-71326.9,0,0.02075,0.0025,0.00125
3.55186,0.000601199,0.000829978,-7.43868e-05,0.000322069,0.000228779,208.812,0.00133185,0.00068662,0,0.000531979,-0.0111351,0,3407.82,-70950.2,0,0.021,0.0025,0.00125
3.54034,0.000599789,0.000829295,-7.41168e-05,0.000320932,0.000229506,207.98,0.00127663,0.000731064,0,0.000508515,-0.0111143,0,3246.91,-70593.8,0,0.02125,0.0025,0.00125
3.52948,0.000598533,0.000828644,-7.38473e-05,0.000319731,0.000230111,207.189,0.00121442,0.000771752,0,0.000483501,-0.0110907,0,3078.82,-70258,0,0.0215,0.0025,0.00125
3.5193,0.000597422,0.000828022,-7.35814e-05,0.000318488,0.0002306,206.44,0.00114547,0.000808781,0,0.000457077,-0.0110645,0,2904.17,-69943.2,0,0.02175,0.0025,0.00125
3.50979,0.000596447,0.000827426,-7.33218e-05,0.000317228,0.00023098,205.736,0.00107007,0.000842284,0,0.000429384,-0.0110362,0,2723.52,-69649.8,0,0.022,0.0025,0.00125
3.50098,0.000595596,0.000826858,-7.30713e-05,0.000315977,0.000231262,205.078,0.000988582,0.000872424,0,0.000400565,-0.0110066,0,2537.45,-69377.8,0,0.02225,0.0025,0.00125
3.49287,0.000594857,0.000826317,-7.28326e-05,0.000314761,0.00023146,204.467,0.000901415,0.000899372,0,0.000370763,-0.0109763,0,2346.5,-69127.5,0,0.0225,0.0025,0.00125
3.48545,0.000594218,0.000825805,-7.26081e-05,0.000313605,0.000231587,203.905,0.00080905,0.000923271,0,0.000340118,-0.010946,0,2151.24,-68898.9,0,0.02275,0.0025,0.00125
3.47874,0.000593667,0.000825321,-7.24e-05,0.000312534,0.000231654,203.392,0.000712047,0.000944161,0,0.000308761,-0.0109163,0,1952.23,-68692.1,0,0.023,0.0025,0.00125
3.47273,0.000593197,0.000824858,-7.22106e-05,0.00031157,0.000231661,202.929,0.000611088,0.000961787,0,0.000276804,-0.0108872,0,1750.02,-68507,0,0.02325,0.0025,0.00125
3.46743,0.000592816,0.000824394,-7.20415e-05,0.00031073,0.000231579,202.517,0.000507066,0.000975193,0,0.000244306,-0.0108574,0,1545.02,-68343.8,0,0.0235,0.0025,0.00125
3.46283,0.000592569,0.000823865,-7.18942e-05,0.000310015,0.000231296,202.157,0.000401285,0.000981721,0,0.000211206,-0.0108218,0,1337.19,-68202.4,0,0.02375,0.0025,0.00125
3.45895,0.000592607,0.000823105,-7.17695e-05,0.000309372,0.000230497,201.848,0.000295784,0.000974715,0,0.00017716,-0.0107656,0,1125.29,-68083,0,0.024,0.0025,0.00125
3.45579,0.000593351,0.000821697,-7.16679e-05,0.000308578,0.000228345,201.594,0.000193782,0.000938274,0,0.000141189,-0.0106501,0,904.678,-67986,0,0.02425,0.0025,0.00125
3.45339,0.000595894,0.000818675,-7.1585e-05,0.000306929,0.00022278,201.396,0.000101967,0.000835477,0,0.000101094,-0.0103797,0,662.201,-67912.6,0,0.0245,0.0025,0.00125
3.45183,0.000602947,0.000812079,-7.15089e-05,0.000302187,0.000209131,201.263,3.55447e-05,0.000582734,0,5.31884e-05,-0.00973783,0,364.706,-67865.4,0,0.02475,0.0025,0.00125
3.45127,0.000608083,0.000807567,-7.14706e-05,0.000298611,0.000199483,201.214,0,0,0,2.67343e-05,-0.00928677,0,196.318,-67848.6,0,0.025,0.0025,0.00125
3.8839,0.000691598,0.000851433,-7.84213e-05,0.000252388,0.000159835,252.958,0.000488793,-0.000923418,0,0.000412622,-0.00891188,0,3788.98,-81314,0,0.01525,0.00275,0.00125
3.8695,0.000689476,0.000849898,-7.85491e-05,0.000253027,0.000160423,251.98,0.000551419,-0.000881619,0,0.000439968,-0.00889456,0,4025.22,-80857,0,0.0155,0.00275,0.00125
3.85429,0.000687193,0.000848342,-7.86761e-05,0.000253665,0.000161149,250.945,0.00061787,-0.000835041,0,0.000465263,-0.00888174,0,4237.37,-80375,0,0.01575,0.00275,0.00125
3.83837,0.000684737,0.000846763,-7.87996e-05,0.000254363,0.000162025,249.861,0.00068719,-0.000782646,0,0.00048852,-0.00887421,0,4425.02,-79871,0,0.016,0.00275,0.00125
3.82183,0.000682102,0.000845154,-7.89172e-05,0.000255185,0.000163052,248.733,0.000758103,-0.00072366,0,0.000509736,-0.00887217,0,4587.97,-79348,0,0.01625,0.00275,0.00125
3.80476,0.000679285,0.00084351,-7.90252e-05,0.000256177,0.000164225,247.567,0.000829101,-0.000657733,0,0.000528888,-0.00887545,0,4726.2,-78809,0,0.0165,0.00275,0.00125
3.78726,0.000676296,0.000841829,-7.91198e-05,0.000257359,0.000165534,246.37,0.000898606,-0.000585054,0,0.000545943,-0.00888372,0,4839.84,-78257.2,0,0.01675,0.00275,0.00125
3.76942,0.000673152,0.000840124,-7.91972e-05,0.000258718,0.000166972,245.147,0.000965125,-0.000506313,0,0.000560877,-0.00889679,0,4929.19,-77695.7,0,0.017,0.00275,0.00125
3.75135,0.00066988,0.000838409,-7.92535e-05,0.000260219,0.00016853,243.905,0.00102737,-0.00042255,0,0.000573662,-0.0089143,0,4994.69,-77127.5,0,0.01725,0.00275,0.00125
3.73315,0.000666509,0.000836702,-7.92854e-05,0.000261817,0.000170193,242.65,0.00108426,-0.000335036,0,0.000584262,-0.00893576,0,5036.96,-76555.7,0,0.0175,0.00275,0.00125
3.7149,0.000663068,0.000835019,-7.929e-05,0.000263468,0.000171951,241.387,0.001135,-0.000245229,0,0.00059266,-0.00896075,0,5056.79,-75983.4,0,0.01775,0.00275,0.00125
3.69671,0.000659573,0.000833382,-7.92657e-05,0.000265146,0.000173808,240.121,0.00117894,-0.000154711,0,0.000598909,-0.00898974,0,5055.15,-75413.5,0,0.018,0.00275,0.00125
3.67865,0.000656003,0.000831814,-7.92109e-05,0.000266899,0.000175811,238.859,0.0012157,-6.50336e-05,0,0.000603248,-0.00902539,0,5033.38,-74848.7,0,0.01825,0.00275,0.00125
3.66084,0.000652386,0.000830373,-7.91239e-05,0.000268621,0.000177986,237.605,0.00124552,2.25152e-05,0,0.000605895,-0.00906922,0,4993.2,-74291.9,0,0.0185,0.00275,0.00125
3.64333,0.000648931,0.000829053,-7.9005e-05,0.000269958,0.000180122,236.362,0.00126815,0.000107343,0,0.000606209,-0.00911066,0,4935.98,-73745.4,0,0.01875,0.00275,0.00125
3.62619,0.000645741,0.000827802,-7.88585e-05,0.000270815,0.000182061,235.136,0.00128355,0.000189435,0,0.000603658,-0.00914218,0,4862.3,-73211,0,0.019,0.00275,0.00125
3.60947,0.000642748,0.000826616,-7.86883e-05,0.000271355,0.000183867,233.931,0.00129222,0.000268791,0,0.000598474,-0.00916734,0,4772.68,-72690.3,0,0.01925,0.00275,0.00125
3.59322,0.000639925,0.000825493,-7.84966e-05,0.00027166,0.000185568,232.75,0.00129419,0.000345293,0,0.000590821,-0.00918789,0,4667.98,-72184.8,0,0.0195,0.00275,0.00125
3.57749,0.00063726,0.000824433,-7.82855e-05,0.00027177,0.000187173,231.597,0.0012894,0.000418734,0,0.000580827,-0.00920469,0,4549.2,-71695.8,0,0.01975,0.00275,0.00125
3.5623,0.000634753,0.000823435,-7.80574e-05,0.000271704,0.000188683,230.475,0.00127783,0.000488888,0,0.000568607,-0.00921804,0,4417.42,-71224.7,0,0.02,0.00275,0.00125
3.54772,0.000632407,0.000822499,-7.78148e-05,0.000271475,0.000190091,229.388,0.00125944,0.000555546,0,0.000554269,-0.00922798,0,4273.69,-70772.4,0,0.02025,0.00275,0.00125
3.53376,0.000630228,0.000821621,-7.75604e-05,0.000271095,0.000191393,228.339,0.0012342,0.000618534,0,0.00053792,-0.00923446,0,4119.03,-70340,0,0.0205,0.00275,0.00125
3.52044,0.000628218,0.000820799,-7.72971e-05,0.000270576,0.000192581,227.329,0.0012021,0.000677721,0,0.000519672,-0.00923742,0,3954.38,-69928,0,0.02075,0.00275,0.00125
3.5078,0.000626378,0.000820027,-7.70278e-05,0.000269932,0.000193649,226.361,0.00116317,0.000733019,0,0.000499641,-0.00923681,0,3780.62,-69537.2,0,0.021,0.00275,0.00125
3.49585,0.000624707,0.000819303,-7.67555e-05,0.000269179,0.000194596,225.439,0.00111747,0.000784383,0,0.00047795,-0.00923272,0,3598.58,-69168.1,0,0.02125,0.00275,0.00125
3.4846,0.000623202,0.000818621,-7.64832e-05,0.000268338,0.000195419,224.562,0.00106511,0.000831813,0,0.000454725,-0.00922532,0,3408.99,-68821.1,0,0.0215,0.00275,0.00125
3.47407,0.000621856,0.00081798,-7.62139e-05,0.000267431,0.000196123,223.734,0.00100627,0.00087535,0,0.000430103,-0.0092149,0,3212.56,-68496.5,0,0.02175,0.00275,0.00125
3.46426,0.000620662,0.000817375,-7.59504e-05,0.000266482,0.000196713,222.956,0.000941165,0.000915068,0,0.000404219,-0.00920189,0,3009.93,-68194.4,0,0.022,0.00275,0.00125
3.45518,0.000619609,0.000816806,-7.56958e-05,0.000265515,0.000197197,222.229,0.000870104,0.000951066,0,0.000377214,-0.00918677,0,2801.74,-67914.9,0,0.02225,0.00275,0.00125
3.44683,0.000618685,0.00081627,-7.54528e-05,0.000264557,0.000197586,221.555,0.000793444,0.000983448,0,0.000349228,-0.00917009,0,2588.59,-67658.2,0,0.0225,0.00275,0.00125
3.43922,0.000617879,0.000815768,-7.5224e-05,0.000263633,0.000197889,220.934,0.000711626,0.00101227,0,0.0003204,-0.00915243,0,2371.1,-67424.4,0,0.02275,0.00275,0.00125
3.43234,0.00061718,0.000815295,-7.50117e-05,0.000262769,0.000198115,220.369,0.000625194,0.00103746,0,0.000290854,-0.00913418,0,2149.87,-67213.2,0,0.023,0.00275,0.00125
3.4262,0.000616584,0.000814841,-7.48184e-05,0.000261988,0.000198258,219.86,0.000534838,0.00105858,0,0.000260696,-0.00911512,0,1925.44,-67024.8,0,0.02325,0.00275,0.00125
3.42079,0.000616102,0.000814379,-7.46458e-05,0.000261309,0.000198277,219.407,0.000441501,0.00107435,0,0.000229971,-0.00909351,0,1698.2,-66859.1,0,0.0235,0.00275,0.00125
3.41613,0.00061579,0.000813838,-7.44954e-05,0.000260728,0.000198047,219.011,0.000346588,0.00108149,0,0.000198598,-0.00906358,0,1468.06,-66716.1,0,0.02375,0.00275,0.00125
3.4122,0.00061582,0.00081304,-7.43685e-05,0.00026018,0.00019722,218.673,0.000252317,0.0010722,0,0.000166215,-0.00900953,0,1233.49,-66596.1,0,0.024,0.00275,0.00125
3.40904,0.000616658,0.000811563,-7.42656e-05,0.000259398,0.000194905,218.394,0.00016216,0.00102847,0,0.000131868,-0.00889101,0,989.396,-66499.5,0,0.02425,0.00275,0.00125
3.40667,0.000619501,0.000808463,-7.41833e-05,0.000257533,0.000188963,218.178,8.27116e-05,0.000910032,0,9.35727e-05,-0.00861097,0,721.716,-66427.4,0,0.0245,0.00275,0.00125
3.40516,0.000627248,0.000801923,-7.41122e-05,0.000251974,0.000174675,218.033,2.73408e-05,0.000628674,0,4.85031e-05,-0.00795516,0,395.979,-66382,0,0.02475,0.00275,0.00125
3.40462,0.000632858,0.000797499,-7.40779e-05,0.000247774,0.00016464,217.98,0,0,0,2.38958e-05,-0.0074968,0,212.525,-66366.3,0,0.025,0.00275,0.00125
3.86551,0.000716478,0.000846382,-8.04577e-05,0.000204218,0.000129904,273.199,0.000278075,-0.000979201,0,0.000375823,-0.00718943,0,4245.33,-80722.4,0,0.01525,0.003,0.00125
3.85031,0.00071439,0.000844739,-8.05891e-05,0.000204701,0.000130348,272.103,0.000331178,-0.000942459,0,0.000400511,-0.0071708,0,4508.73,-80237,0,0.0155,0.003,0.00125
3.83426,0.000712129,0.000843069,-8.07206e-05,0.000205196,0.00013094,270.945,0.000389957,-0.000900111,0,0.000423421,-0.00715756,0,4745,-79725.2,0,0.01575,0.003,0.00125
3.81746,0.000709679,0.000841367,-8.08497e-05,0.000205778,0.000131688,269.731,0.000453279,-0.000850738,0,0.000444578,-0.00715029,0,4953.68,-79190.2,0,0.016,0.003,0.00125
3.79999,0.00070703,0.00083962,-8.09739e-05,0.000206526,0.00013259,268.468,0.00051968,-0.000793268,0,0.000463978,-0.00714896,0,5134.56,-78635.2,0,0.01625,0.003,0.00125
3.78197,0.000704181,0.000837817,-8.10896e-05,0.000207501,0.000133637,267.164,0.000587442,-0.000727197,0,0.000481589,-0.00715317,0,5287.54,-78063.4,0,0.0165,0.003,0.00125
3.76348,0.000701139,0.000835957,-8.11928e-05,0.000208726,0.000134818,265.824,0.000654765,-0.000652737,0,0.000497365,-0.00716246,0,5412.73,-77478.1,0,0.01675,0.003,0.00125
3.74465,0.000697924,0.000834052,-8.12793e-05,0.000210182,0.000136129,264.457,0.000719975,-0.000570753,0,0.00051128,-0.00717668,0,5510.4,-76882.8,0,0.017,0.003,0.00125
3.72556,0.000694562,0.000832123,-8.13451e-05,0.000211829,0.000137561,263.069,0.000781652,-0.000482513,0,0.000523305,-0.00719558,0,5581.02,-76280.6,0,0.01725,0.003,0.00125
3.70633,0.000691084,0.000830189,-8.13867e-05,0.000213615,0.000139105,261.667,0.00083864,-0.000389531,0,0.000533399,-0.00721875,0,5625.26,-75674.9,0,0.0175,0.003,0.00125
3.68706,0.000687522,0.000828274,-8.14012e-05,0.000215484,0.000140752,260.257,0.000890058,-0.000293537,0,0.000541537,-0.00724588,0,5643.98,-75069,0,0.01775,0.003,0.00125
3.66785,0.000683899,0.000826404,-8.13866e-05,0.000217392,0.000142505,258.845,0.000935293,-0.000196384,0,0.000547763,-0.00727739,0,5638.26,-74466.1,0,0.018,0.003,0.00125
3.64879,0.000680207,0.000824607,-8.13419e-05,0.000219349,0.000144399,257.438,0.000973931,-9.98512e-05,0,0.000552254,-0.00731513,0,5609.54,-73869,0,0.01825,0.003,0.00125
3.62998,0.000676416,0.000822934,-8.12653e-05,0.000221376,0.000146518,256.04,0.00100631,-5.42108e-06,0,0.000555426,-0.00736348,0,5559.72,-73280.9,0,0.0185,0.003,0.00125
3.61152,0.000672713,0.0008214,-8.11561e-05,0.00022313,0.000148686,254.658,0.0010321,8.61857e-05,0,0.000556703,-0.00741377,0,5490.66,-72704.1,0,0.01875,0.003,0.00125
3.59346,0.000669268,0.00081996,-8.10179e-05,0.000224391,0.000150692,253.295,0.0010511,0.000174883,0,0.000555305,-0.00745574,0,5403.35,-72141,0,0.019,0.003,0.00125
3.57586,0.000666022,0.0008186,-8.08553e-05,0.000225325,0.000152578,251.956,0.001064,0.000260687,0,0.000551406,-0.00749185,0,5298.51,-71593,0,0.01925,0.003,0.00125
3.55878,0.000662945,0.000817317,-8.06706e-05,0.000226014,0.000154371,250.645,0.00107089,0.00034358,0,0.000545161,-0.00752378,0,5177.12,-71061.9,0,0.0195,0.003,0.00125
3.54226,0.000660029,0.000816111,-8.04658e-05,0.000226499,0.000156082,249.367,0.00107174,0.000423425,0,0.000536694,-0.00755234,0,5040.34,-70549,0,0.01975,0.003,0.00125
3.52634,0.000657271,0.000814981,-8.02433e-05,0.000226801,0.00015771,248.125,0.00106649,0.000500026,0,0.000526107,-0.00757784,0,4889.4,-70055.6,0,0.02,0.003,0.00125
3.51106,0.000654678,0.000813928,-8.00058e-05,0.000226933,0.000159251,246.923,0.00105511,0.000573181,0,0.000513493,-0.00760031,0,4725.53,-69582.8,0,0.02025,0.003,0.00125
3.49646,0.000652253,0.00081295,-7.97559e-05,0.000226902,0.000160696,245.762,0.00103753,0.000642709,0,0.000498947,-0.00761963,0,4549.9,-69131.4,0,0.0205,0.003,0.00125
3.48255,0.000650002,0.000812041,-7.94964e-05,0.000226723,0.000162039,244.648,0.00101371,0.000708454,0,0.000482563,-0.00763565,0,4363.6,-68702.2,0,0.02075,0.003,0.00125
3.46937,0.000647925,0.000811197,-7.92302e-05,0.000226405,0.000163272,243.581,0.000983623,0.000770295,0,0.000464444,-0.00764826,0,4167.67,-68295.7,0,0.021,0.003,0.00125
3.45692,0.000646025,0.000810414,-7.89603e-05,0.000225967,0.000164388,242.564,0.00094727,0.000828146,0,0.000444701,-0.00765741,0,3963.01,-67912.4,0,0.02125,0.003,0.00125
3.44523,0.000644299,0.000809686,-7.86898e-05,0.000225424,0.000165387,241.599,0.000904714,0.000881953,0,0.00042345,-0.00766316,0,3750.51,-67552.7,0,0.0215,0.003,0.00125
3.43429,0.000642742,0.00080901,-7.84216e-05,0.000224798,0.000166267,240.689,0.00085606,0.000931697,0,0.000400818,-0.00766567,0,3530.95,-67216.8,0,0.02175,0.003,0.00125
3.42412,0.000641349,0.000808381,-7.81587e-05,0.000224112,0.000167032,239.834,0.000801482,0.000977393,0,0.000376934,-0.00766523,0,3305.06,-66904.8,0,0.022,0.003,0.00125
3.41473,0.00064011,0.000807797,-7.79042e-05,0.000223388,0.000167687,239.036,0.000741218,0.00101907,0,0.000351933,-0.00766218,0,3073.55,-66616.7,0,0.02225,0.003,0.00125
3.4061,0.000639015,0.000807254,-7.76609e-05,0.000222652,0.00016824,238.297,0.000675579,0.00105674,0,0.00032595,-0.00765696,0,2837.07,-66352.6,0,0.0225,0.003,0.00125
3.39825,0.000638052,0.000806749,-7.74314e-05,0.000221931,0.000168696,237.617,0.000604972,0.00109038,0,0.000299116,-0.00764996,0,2596.27,-66112.5,0,0.02275,0.003,0.00125
3.39118,0.000637216,0.000806276,-7.72184e-05,0.000221249,0.00016906,236.999,0.00052992,0.00111977,0,0.000271551,-0.00764136,0,2351.77,-65896.1,0,0.023,0.003,0.00125
3.38487,0.000636502,0.00080582,-7.70241e-05,0.00022063,0.000169318,236.442,0.000451123,0.00114426,0,0.000243347,-0.0076307,0,2104.14,-65703.6,0,0.02325,0.003,0.00125
3.37934,0.000635928,0.00080535,-7.68507e-05,0.000220092,0.000169423,235.947,0.000369572,0.00116219,0,0.000214536,-0.00761582,0,1853.69,-65534.9,0,0.0235,0.003,0.00125
3.37458,0.000635558,0.000804787,-7.66997e-05,0.000219631,0.000169229,235.515,0.000286775,0.00116961,0,0.000185017,-0.00759032,0,1600.22,-65389.9,0,0.02375,0.003,0.00125
3.3706,0.000635584,0.000803946,-7.65725e-05,0.000219168,0.000168361,235.146,0.000205108,0.00115752,0,0.000154417,-0.00753749,0,1341.96,-65268.9,0,0.024,0.003,0.00125
3.36742,0.000636512,0.000802403,-7.647e-05,0.000218395,0.000165891,234.844,0.000128238,0.00110599,0,0.000121827,-0.00741608,0,1073.35,-65172.4,0,0.02425,0.003,0.00125
3.36507,0.000639608,0.000799255,-7.63897e-05,0.000216346,0.000159647,234.61,6.24804e-05,0.000971999,0,8.5519e-05,-0.00712951,0,779.647,-65101.6,0,0.0245,0.003,0.00125
3.36361,0.000647856,0.000792848,-7.63249e-05,0.000210154,0.000144991,234.454,1.89827e-05,0.00066471,0,4.35637e-05,-0.00647129,0,425.79,-65058.1,0,0.02475,0.003,0.00125
3.36309,0.00065379,0.00078857,-7.62953e-05,0.000205481,0.00013478,234.397,0,0,0,2.09658e-05,-0.00601448,0,227.706,-65043.4,0,0.025,0.003,0.00125
3.85344,0.000737087,0.000842315,-8.20915e-05,0.000165872,0.000105228,293.319,6.39031e-05,-0.00102446,0,0.000339272,-0.0057942,0,4730.33,-80321.1,0,0.01525,0.00325,0.00125
3.83738,0.000735044,0.000840585,-8.2227e-05,0.000166117,0.00010554,292.098,0.0001075,-0.000994674,0,0.000361295,-0.00577418,0,5022.4,-79805,0,0.0155,0.00325,0.00125
3.82043,0.000732815,0.000838824,-8.23631e-05,0.000166386,0.000106008,290.808,0.0001586,-0.000958285,0,0.000381817,-0.00576039,0,5284.14,-79261.1,0,0.01575,0.00325,0.00125
3.80267,0.000730387,0.00083702,-8.24978e-05,0.00016676,0.000106633,289.456,0.000215841,-0.000913479,0,0.000400857,-0.00575288,0,5515.03,-78692.7,0,0.016,0.00325,0.00125
3.78421,0.000727745,0.000835153,-8.26285e-05,0.000167341,0.000107407,288.05,0.000277605,-0.000858878,0,0.000418402,-0.00575139,0,5714.77,-78103.1,0,0.01625,0.00325,0.00125
3.76516,0.000724887,0.000833205,-8.27518e-05,0.000168204,0.000108319,286.599,0.000342012,-0.00079382,0,0.000434402,-0.00575523,0,5883.24,-77496,0,0.0165,0.00325,0.00125
3.74562,0.000721822,0.000831175,-8.28633e-05,0.000169374,0.000109353,285.108,0.00040708,-0.000718548,0,0.000448793,-0.00576378,0,6020.49,-76874.8,0,0.01675,0.00325,0.00125
3.7257,0.000718572,0.000829078,-8.29587e-05,0.000170825,0.000110506,283.588,0.000470945,-0.000634146,0,0.000461544,-0.00577684,0,6126.75,-76243,0,0.017,0.00325,0.00125
3.70552,0.000715163,0.000826937,-8.30338e-05,0.000172508,0.000111774,282.045,0.000532069,-0.000542143,0,0.000472625,-0.0057943,0,6202.51,-75604.4,0,0.01725,0.00325,0.00125
3.68519,0.000711628,0.000824777,-8.30851e-05,0.000174369,0.000113149,280.487,0.000589209,-0.000444331,0,0.000482004,-0.00581594,0,6248.48,-74962.5,0,0.0175,0.00325,0.00125
